pkg_name,maintainer_count,gh_days_since_commit,gh_open_prs,gh_open_issues,gh_stars,gh_repo_url
marko-prettyprint,4,2347,1,9,10,https://github.com/marko-js/marko-prettyprint
req-cwd,1,1037,0,1,52,https://github.com/sindresorhus/req-cwd
png-js,1,455,26,23,495,https://github.com/devongovett/png.js
lasso-caching-fs,4,2985,0,0,0,https://github.com/lasso-js/lasso-caching-fs
gulp-gzip,1,2474,0,4,173,https://github.com/jstuckey/gulp-gzip
css-mediaquery,1,239,4,12,116,https://github.com/ericf/css-mediaquery
resolve-protobuf-schema,1,1893,5,2,19,https://github.com/mafintosh/resolve-protobuf-schema
autosize,1,815,5,22,5104,https://github.com/jackmoore/autosize
heapdump,1,1128,3,4,2513,https://github.com/bnoordhuis/node-heapdump
find-node-modules,1,755,4,2,13,https://github.com/callumacrae/find-node-modules
jsonminify,1,1239,0,3,40,https://github.com/fkei/JSON.minify
vscode-nls,10,628,4,9,94,https://github.com/Microsoft/vscode-nls
react-scroll,1,80,40,60,4397,https://github.com/fisshy/react-scroll
lodash._setcache,2,148,28,72,60447,https://github.com/lodash/lodash
easy-table,1,81,1,4,314,https://github.com/eldargab/easy-table
dropzone,1,299,22,78,18265,https://github.com/dropzone/dropzone
parse-help,1,618,0,0,38,https://github.com/sindresorhus/parse-help
animate.css,2,284,22,36,81667,https://github.com/animate-css/animate.css
restler,3,2131,24,76,1984,https://github.com/danwrong/restler
koa-static,10,1,6,5,1144,https://github.com/koajs/static
ink-docstrap,2,515,29,38,754,https://github.com/docstrap/docstrap
snapdragon,3,788,2,6,226,https://github.com/here-be/snapdragon
jsrsasign,1,463,7,19,3329,https://github.com/kjur/jsrsasign
metalsmith,5,8,6,28,7851,https://github.com/metalsmith/metalsmith
pop-iterate,1,3752,0,0,3,https://github.com/kriskowal/pop-iterate
eslint-config-fullcube,2,1811,2,0,0,https://github.com/fullcube/eslint-config-fullcube
is-in-browser,1,754,1,0,12,https://github.com/tuxsudo/is-in-browser
commist,1,453,0,1,98,https://github.com/mcollina/commist
console-ui,7,590,11,3,14,https://github.com/ember-cli/console-ui
gh-pages,2,1,10,90,3293,https://github.com/tschaub/gh-pages
commonmark,1,143,8,44,1491,https://github.com/commonmark/commonmark.js
babel-plugin-transform-cjs-system-require,2,3180,0,1,1,https://github.com/jrauschenbusch/babel-plugin-transform-cjs-system-require
merge-source-map,1,2012,1,2,28,https://github.com/keik/merge-source-map
fs-vacuum,7,823,0,0,8,https://github.com/npm/fs-vacuum
fizzy-ui-utils,1,912,3,3,46,https://github.com/metafizzy/fizzy-ui-utils
express-graphql,9,797,19,36,6313,https://github.com/graphql/express-graphql
grunt-webpack,4,4,0,1,267,https://github.com/webpack-contrib/grunt-webpack
react-draggable,2,257,42,58,9166,https://github.com/react-grid-layout/react-draggable
desandro-matches-selector,1,1593,0,0,29,https://github.com/desandro/matches-selector
appium-uiauto,7,2938,0,0,13,https://github.com/appium/appium-uiauto
webworkify,2,140,2,5,418,https://github.com/substack/webworkify
lodash.unescape,2,148,28,72,60447,https://github.com/lodash/lodash
svg-sprite,2,8,10,45,1959,https://github.com/svg-sprite/svg-sprite
pg-hstore,1,1431,0,4,106,https://github.com/scarney81/pg-hstore
promise.prototype.finally,2,460,0,2,138,https://github.com/es-shims/Promise.prototype.finally
deresolve,4,3012,0,0,1,https://github.com/patrick-steele-idem/deresolve
klassy,1,3603,0,1,3,https://github.com/cerebris/klassy.js
wgs84,1,3026,0,0,15,https://github.com/mapbox/wgs84
mocha-jenkins-reporter,1,976,2,14,123,https://github.com/juhovh/mocha-jenkins-reporter
is-nan,1,920,0,1,12,https://github.com/es-shims/is-nan
reconnect-core,1,2810,0,0,122,https://github.com/juliangruber/reconnect-core
acorn-es7-plugin,1,2955,0,0,22,https://github.com/MatAtBread/acorn-es7-plugin
apidoc,1,449,8,77,9717,https://github.com/apidoc/apidoc
email-validator,2,598,4,19,438,https://github.com/manishsaraan/email-validator
webpack-stats-plugin,14,120,5,5,356,https://github.com/FormidableLabs/webpack-stats-plugin
@types/shelljs,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
react-apollo,8,757,22,78,6838,https://github.com/apollographql/react-apollo
loopback,4,579,1,17,13201,https://github.com/strongloop/loopback
ycssmin,1,3056,2,4,51,https://github.com/yui/ycssmin
good,4,549,0,1,525,https://github.com/hapijs/good
sha,1,267,2,1,22,https://github.com/ForbesLindesay/sha
p-cancelable,1,1010,0,3,442,https://github.com/sindresorhus/p-cancelable
flow-remove-types,2,1,15,85,22163,https://github.com/facebook/flow
settle-promise,1,885,8,0,2,https://github.com/timer/settle-promise
angular-moment,1,1790,4,47,2599,https://github.com/urish/angular-moment
mixpanel,3,58,16,50,477,https://github.com/mixpanel/mixpanel-node
node-gcm,3,47,8,26,1301,https://github.com/ToothlessGear/node-gcm
nanomatch,2,845,3,5,97,https://github.com/micromatch/nanomatch
contra,1,420,1,0,778,https://github.com/bevacqua/contra
walk-back,1,155,0,0,14,https://github.com/75lb/walk-back
to-regex-range,2,282,7,3,166,https://github.com/micromatch/to-regex-range
postcss-js,1,296,0,3,658,https://github.com/postcss/postcss-js
argly,4,2817,0,2,7,https://github.com/patrick-steele-idem/argly
@types/semver,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
p-timeout,1,129,0,2,288,https://github.com/sindresorhus/p-timeout
prismjs,8,0,75,25,12602,https://github.com/PrismJS/prism
ansi-cyan,1,2356,1,3,8,https://github.com/jonschlinkert/ansi-cyan
fragment-cache,1,1344,1,0,14,https://github.com/jonschlinkert/fragment-cache
decache,2,571,2,8,152,https://github.com/dwyl/decache
@types/gulp,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
karma-sauce-launcher,5,42,13,11,199,https://github.com/karma-runner/karma-sauce-launcher
sequin,1,2945,0,0,3,https://github.com/jcoglan/sequin
core-decorators,1,1759,5,29,4517,https://github.com/jayphelps/core-decorators.js
seed-random,2,267,1,4,40,https://github.com/ForbesLindesay/seed-random
posix-character-classes,1,1600,1,1,30,https://github.com/jonschlinkert/posix-character-classes
ends-with,1,2947,0,0,8,https://github.com/jonschlinkert/ends-with
appium-android-bootstrap,7,2447,0,0,54,https://github.com/appium/appium-android-bootstrap
@types/jest,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
react-codemirror,1,1683,8,60,1559,https://github.com/JedWatson/react-codemirror
ui-select,3,2089,94,6,3252,https://github.com/angular-ui/ui-select
angular-material,1,247,9,91,16505,https://github.com/angular/material
grunt-open,1,2116,1,12,109,https://github.com/onehealth/grunt-open
gce-images,7,217,0,0,20,https://github.com/googleapis/nodejs-gce-images
reinterval,1,1828,0,0,9,https://github.com/4rzael/reInterval
browserstack,3,301,1,4,215,https://github.com/scottgonzalez/node-browserstack
ticky,1,3277,0,0,2,https://github.com/bevacqua/ticky
gulp-csso,2,1142,3,1,242,https://github.com/ben-eb/gulp-csso
csprng,1,1218,0,1,36,https://github.com/jcoglan/node-csprng
serializerr,1,3196,0,0,15,https://github.com/timoxley/serializerr
camelcase-css,1,800,0,0,15,https://github.com/stevenvachon/camelcase-css
apidoc-core,1,1342,0,0,69,https://github.com/apidoc/apidoc-core
http-auth,1,8,0,3,368,https://github.com/gevorg/http-auth
rollbar,3,0,12,51,578,https://github.com/rollbar/rollbar.js
lowdb,1,328,3,11,22039,https://github.com/typicode/lowdb
apache-md5,1,328,1,0,11,https://github.com/gevorg/apache-md5
protochain,1,3196,0,0,9,https://github.com/timoxley/protochain
esrefactor,1,3206,2,6,95,https://github.com/ariya/esrefactor
thunks,1,755,2,0,528,https://github.com/thunks/thunks
ltx,5,118,1,5,88,https://github.com/xmppjs/ltx
apache-crypt,1,328,1,0,9,https://github.com/gevorg/apache-crypt
azure-arm-resource,1,736,0,0,1190,https://github.com/Azure/azure-sdk-for-node
ie-shim,1,3358,0,2,3,https://github.com/gdi2290/ie-shim
atoa,1,3048,1,1,10,https://github.com/bevacqua/atoa
worker-loader,3,1339,3,15,1459,https://github.com/webpack-contrib/worker-loader
@ionic/app-scripts,2,1835,14,86,607,https://github.com/ionic-team/ionic-app-scripts
write-file-webpack-plugin,1,1404,1,7,526,https://github.com/gajus/write-file-webpack-plugin
@types/react-redux,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
git-rev,1,2696,6,7,111,https://github.com/tblobaum/git-rev
appium-selendroid-driver,7,2089,0,5,9,https://github.com/appium/appium-selendroid-driver
ignore-styles,1,2482,2,7,211,https://github.com/bkonkle/ignore-styles
ucfirst,2,921,2,2,6,https://github.com/deathcap/ucfirst
captains-log,4,421,3,0,43,https://github.com/balderdashy/captains-log
appium-uiautomator,7,2453,0,0,17,https://github.com/appium/appium-uiautomator
parchment,2,296,3,11,669,https://github.com/quilljs/parchment
vector-tile,1,298,4,7,365,https://github.com/mapbox/vector-tile-js
has-binary2,1,1850,1,0,0,https://github.com/darrachequesne/has-binary
grunt-sync,1,1551,0,5,77,https://github.com/tomusdrw/grunt-sync
w3c-blob,1,3440,1,0,8,https://github.com/chrisdickinson/w3c-blob
appium-fake-driver,7,1180,0,1,8,https://github.com/appium/appium-fake-driver
dns-zonefile,1,83,6,9,159,https://github.com/elgs/dns-zonefile
bottleneck,1,473,14,72,1882,https://github.com/SGrondin/bottleneck
auth0-js,42,5,15,4,1018,https://github.com/auth0/auth0.js
io.appium.settings,7,3,0,4,144,https://github.com/appium/io.appium.settings
appium-android-ime,7,2364,1,1,19,https://github.com/appium/io.appium.android.ime
lodash._createpadding,2,148,28,72,60447,https://github.com/lodash/lodash
gulp-template,1,556,0,4,287,https://github.com/sindresorhus/gulp-template
meetup-web-components,1,193,19,0,29,https://github.com/meetup/meetup-web-components
win-fork,1,2997,0,0,65,https://github.com/ForbesLindesay/win-spawn
esprima-harmony-jscs,4,2027,1,0,5,https://github.com/jscs-dev/esprima-harmony
eslint-config-google,4,43,3,12,1769,https://github.com/google/eslint-config-google
earcut,29,38,2,22,2300,https://github.com/mapbox/earcut
streamifier,1,3145,1,3,150,https://github.com/gagle/node-streamifier
dom-scroll-into-view,1,2098,0,4,158,https://github.com/yiminghe/dom-scroll-into-view
pusher-js,3,5,10,8,2172,https://github.com/pusher/pusher-js
umask,3,3723,0,0,3,https://github.com/smikes/umask
get-urls,1,634,0,2,369,https://github.com/sindresorhus/get-urls
eegeo.js,1,661,10,16,433,https://github.com/eegeo/eegeo.js
vizabi,9,535,2,80,271,https://github.com/Gapminder/vizabi
arr-filter,1,2994,0,0,9,https://github.com/jonschlinkert/arr-filter
humanize-ms,2,149,0,0,32,https://github.com/node-modules/humanize-ms
yaml-loader,2,252,2,2,153,https://github.com/eemeli/yaml-loader
rollup-plugin-node-builtins,1,1711,4,28,139,https://github.com/calvinmetcalf/rollup-plugin-node-builtins
unyield,1,3020,1,0,9,https://github.com/MatthewMueller/unyield
ruhua,1,3286,0,0,1,https://github.com/differui/ruhua
node-version,1,1,1,1,6,https://github.com/srod/node-version
lodash.padright,2,148,28,72,60447,https://github.com/lodash/lodash
http-status-codes,1,291,23,9,1072,https://github.com/prettymuchbryce/http-status-codes
geojson-area,1,288,3,3,123,https://github.com/mapbox/geojson-area
memcached,3,1033,16,84,1316,https://github.com/3rd-Eden/node-memcached
lodash.padleft,2,148,28,72,60447,https://github.com/lodash/lodash
google-libphonenumber,1,3,13,18,1440,https://github.com/ruimarinho/google-libphonenumber
gulp-newer,1,1626,7,22,226,https://github.com/tschaub/gulp-newer
merge2,1,288,1,2,170,https://github.com/teambition/merge2
json-pointer,2,506,9,5,181,https://github.com/manuelstofer/json-pointer
fs.extra,1,3044,5,8,31,https://github.com/coolaj86/utile-fs
mu2,1,1347,5,12,745,https://github.com/raycmorgan/mu
warp10,3,2331,0,2,47,https://github.com/patrick-steele-idem/warp10
appium-base-driver,7,1093,1,0,80,https://github.com/appium/appium-base-driver
jss,1,269,20,80,7093,https://github.com/cssinjs/jss
passport-oauth2-client-password,1,1769,2,2,96,https://github.com/jaredhanson/passport-oauth2-client-password
msee,2,885,10,14,94,https://github.com/firede/msee
absolute,1,3733,0,1,0,https://github.com/bahamas10/node-absolute
decompress-response,1,346,0,1,72,https://github.com/sindresorhus/decompress-response
arr-map,1,2993,0,0,14,https://github.com/jonschlinkert/arr-map
pool2,2,3066,0,4,39,https://github.com/myndzi/pool2
broccoli,5,30,24,31,3325,https://github.com/broccolijs/broccoli
mimic-response,1,551,0,0,59,https://github.com/sindresorhus/mimic-response
spawn-default-shell,2,2641,1,4,12,https://github.com/kimmobrunfeldt/spawn-default-shell
ip-address,1,211,2,33,591,https://github.com/beaugunderson/ip-address
expect-ct,1,9,0,2,10388,https://github.com/helmetjs/helmet
eslint-config-angular,1,2900,25,1,24,https://github.com/dustinspecker/eslint-config-angular
common-sequence,1,246,0,0,0,https://github.com/75lb/common-sequence
casperjs,4,1862,0,0,7198,https://github.com/casperjs/casperjs
react-router-bootstrap,7,4,12,16,1694,https://github.com/react-bootstrap/react-router-bootstrap
ionic-plugin-keyboard,4,2595,17,83,609,https://github.com/driftyco/ionic-plugin-keyboard
composition,2,3020,0,0,71,https://github.com/thenables/composition
coffee-react-transform,1,2011,3,22,433,https://github.com/jsdf/coffee-react-transform
lodash.pluck,2,148,28,72,60447,https://github.com/lodash/lodash
sendgrid-rest,1,1747,0,0,19,https://github.com/sendgrid/nodejs-http-client
promisify-node,2,2229,1,8,149,https://github.com/nodegit/promisify-node
better-npm-run,3,992,0,3,637,https://github.com/benoror/better-npm-run
bundle-loader,7,1781,5,19,658,https://github.com/webpack-contrib/bundle-loader
@types/bootstrap,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
dkim-signer,1,2216,0,1,19,https://github.com/andris9/dkim-signer
argsarray,1,4070,0,0,1,https://github.com/calvinmetcalf/argsarray
math-interval-parser,1,2313,0,0,4,https://github.com/Semigradsky/math-interval-parser
node-bourbon,1,1709,4,10,148,https://github.com/lacroixdesign/node-bourbon
mumath,1,2984,1,0,4,https://github.com/dfcreative/mumath
loopback-connector,7,2,6,12,35,https://github.com/loopbackio/loopback-connector
rusha,1,335,1,7,278,https://github.com/srijs/rusha
cloudant,4,1195,0,0,255,https://github.com/cloudant/nodejs-cloudant
tidy-markdown,1,1944,4,28,75,https://github.com/slang800/tidy-markdown
eslint-plugin-requirejs,1,849,2,10,29,https://github.com/cvisco/eslint-plugin-requirejs
realize-package-specifier,7,3306,0,0,5,https://github.com/npm/realize-package-specifier
appium-ios-driver,7,807,7,0,141,https://github.com/appium/appium-ios-driver
convert-to-ecmascript-compatible-varname,2,3425,0,0,0,https://github.com/mikermcneil/convert-to-ecmascript-compatible-varname
appium-instruments,7,2934,0,0,23,https://github.com/appium/appium-instruments
url-to-options,1,1535,1,1,8,https://github.com/stevenvachon/url-to-options
shell-escape,2,3497,0,2,71,https://github.com/xxorax/node-shell-escape
bit-twiddle,1,2865,0,0,55,https://github.com/mikolalysenko/bit-twiddle
postcss-modules-parser,2,2901,0,2,4,https://github.com/css-modules/postcss-icss
appium-ios-simulator,7,14,1,0,102,https://github.com/appium/appium-ios-simulator
react-style-proptype,1,948,10,4,58,https://github.com/brigand/react-style-proptype
npm-check-updates,2,16,0,81,9746,https://github.com/raineorshine/npm-check-updates
simple-backoff,1,2581,0,0,13,https://github.com/myndzi/simple-backoff
@types/react-router,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
route-recognizer,6,850,9,10,462,https://github.com/tildeio/route-recognizer
h2o2,4,199,1,1,164,https://github.com/hapijs/h2o2
level-sublevel,1,2496,6,42,196,https://github.com/dominictarr/level-sublevel
strong-remoting,7,319,2,2,106,https://github.com/strongloop/strong-remoting
steno,1,328,1,0,682,https://github.com/typicode/steno
husl,1,23,0,18,1299,https://github.com/hsluv/hsluv
blacklist,2,2356,0,0,32,https://github.com/dcousens/blacklist
react-waypoint,5,1067,5,57,4067,https://github.com/civiccc/react-waypoint
browserify-cache-api,2,1078,4,3,10,https://github.com/jsdf/browserify-cache-api
react-ga,3,854,17,83,5118,https://github.com/react-ga/react-ga
grunt-contrib-nodeunit,5,171,0,6,70,https://github.com/gruntjs/grunt-contrib-nodeunit
tslint-microsoft-contrib,5,1612,0,0,702,https://github.com/Microsoft/tslint-microsoft-contrib
broccoli-lint-eslint,5,889,21,4,8,https://github.com/ember-cli/broccoli-lint-eslint
appium-logger,7,2955,0,0,2,https://github.com/appium/logger
gulp-bump,1,1780,0,1,258,https://github.com/stevelacy/gulp-bump
adbkit,2,778,12,59,845,https://github.com/openstf/adbkit
level-fix-range,1,2943,0,1,5,https://github.com/dominictarr/level-fix-range
lerna,4,9,4,96,35936,https://github.com/lerna/lerna
babel-preset-es2015-loose,1,2129,1,2,63,https://github.com/bkonkle/babel-preset-es2015-loose
smtpapi,1,644,1,0,51,https://github.com/sendgrid/smtpapi-nodejs
snyk-module,2,36,0,0,4,https://github.com/snyk/module
quill-delta,2,327,3,14,986,https://github.com/quilljs/delta
